"species","latitude","longitude","date_obs","source"
"Barbastella barbastellus",41.5184527673,8.983164869,2025-07-26,"inat"
"Barbastella barbastellus",42.1504248348,8.7392110301,2025-07-29,"inat"
"Barbastella barbastellus",48.6480466874,-2.8657347384,2025-10-22,"inat"
"Barbastella barbastellus",47.4643447959,4.6307645787,2025-09-06,"inat"
"Barbastella barbastellus",47.5623365558,4.4203399577,2025-09-06,"inat"
"Barbastella barbastellus",47.4629042552,4.505441363,2025-08-27,"inat"
"Barbastella barbastellus",47.4540377065,4.5251243927,2025-08-27,"inat"
"Barbastella barbastellus",47.5993683046,4.4435219042,2025-09-07,"inat"
"Barbastella barbastellus",47.2420300333,-0.3137270015,2016-12-10,"inat"
"Barbastella barbastellus",48.8196936784,1.9954658689,2025-03-18,"inat"
"Barbastella barbastellus",49.1372899408,6.2859288501,2025-09-21,"inat"
"Barbastella barbastellus",45.1154400138,4.6677423171,2025-09-12,"inat"
"Barbastella barbastellus",42.9948775635,1.6287096758,2025-08-21,"inat"
"Barbastella barbastellus",47.495084256,-1.5613582138,2025-08-23,"inat"
"Barbastella barbastellus",44.9192113046,3.6415155644,2025-09-08,"inat"
"Barbastella barbastellus",47.2856631749,1.1646481015,2005-08-27,"inat"
"Barbastella barbastellus",47.3220127153,0.1313252161,2025-07-02,"inat"
"Barbastella barbastellus",44.7679285346,5.6181073789,2025-08-23,"inat"
"Barbastella barbastellus",43.0375258577,0.0616881988,2025-08-30,"inat"
"Barbastella barbastellus",45.9000758891,6.3744537831,2025-02-16,"inat"
"Barbastella barbastellus",47.6004162704,1.7495682492,2025-08-07,"inat"
"Barbastella barbastellus",46.1446774554,5.8981767606,2025-07-19,"inat"
"Barbastella barbastellus",43.4329349596,-1.4604904627,2025-08-01,"inat"
"Barbastella barbastellus",46.0521020294,-0.9969295904,2025-08-01,"inat"
"Barbastella barbastellus",47.0102656617,-1.6710900536,2022-07-29,"inat"
"Barbastella barbastellus",43.7879189279,5.7119104614,2025-07-27,"inat"
"Barbastella barbastellus",46.4993104415,4.4483067709,2025-07-06,"inat"
"Barbastella barbastellus",43.9543836837,6.5943837495,2025-06-21,"inat"
"Barbastella barbastellus",49.1892262238,-1.2982861636,2025-06-10,"inat"
"Barbastella barbastellus",47.5646828747,4.5515559171,2025-06-01,"inat"
"Barbastella barbastellus",49.106035254,5.2445838545,2025-05-26,"inat"
"Barbastella barbastellus",44.599424338,6.387825384,2024-03-14,"inat"
"Barbastella barbastellus",44.0612057392,7.5177448285,2020-01-06,"inat"
"Barbastella barbastellus",43.7874405364,3.1134914036,2025-02-15,"inat"
"Barbastella barbastellus",47.3515104256,4.7493388179,2025-02-07,"inat"
"Barbastella barbastellus",47.5393724219,4.4224099247,2023-08-09,"inat"
"Barbastella barbastellus",46.8259795995,0.3529083023,2025-01-19,"inat"
"Barbastella barbastellus",46.6220431702,0.5668151912,2025-01-19,"inat"
"Barbastella barbastellus",46.7116493368,0.2184538095,2025-01-18,"inat"
"Barbastella barbastellus",46.6774597626,0.5992806352,2025-01-18,"inat"
"Barbastella barbastellus",46.743016553,0.7041711276,2025-01-18,"inat"
"Barbastella barbastellus",48.7435767871,5.148698615,2025-01-17,"inat"
"Barbastella barbastellus",45.2004626082,4.6771391494,2025-01-12,"inat"
"Barbastella barbastellus",45.2625260329,5.2807794937,2024-12-25,"inat"
"Barbastella barbastellus",46.1806332396,6.6564648502,2012-09-15,"inat"
"Barbastella barbastellus",43.9155290163,3.990059371,2024-05-04,"inat"
"Barbastella barbastellus",45.9045907857,5.4773538582,2024-11-24,"inat"
"Barbastella barbastellus",45.8048613976,5.5557891491,2024-11-24,"inat"
"Barbastella barbastellus",45.9978422494,5.4489609638,2024-11-24,"inat"
"Barbastella barbastellus",43.6918931994,3.068506749,2024-11-16,"inat"
"Barbastella barbastellus",43.6772752666,3.1360238146,2024-11-16,"inat"
"Barbastella barbastellus",43.7507956477,3.1270617661,2024-11-16,"inat"
"Barbastella barbastellus",45.5076936947,4.576951763,2019-12-13,"inat"
"Barbastella barbastellus",45.5778186955,4.7540623692,2013-02-26,"inat"
"Barbastella barbastellus",48.8927112522,-0.0200723608,2022-12-07,"inat"
"Barbastella barbastellus",44.4905517981,6.5189000842,2024-06-27,"inat"
"Barbastella barbastellus",46.3155943098,3.4024503735,2024-09-29,"inat"
"Barbastella barbastellus",43.771445466,1.1740631118,2024-10-14,"inat"
"Barbastella barbastellus",46.7374733894,5.5144145093,2024-10-05,"inat"
"Barbastella barbastellus",48.6418497976,-0.1442076657,2024-10-04,"inat"
"Barbastella barbastellus",48.2830447958,-0.1822327296,2024-09-28,"inat"
"Barbastella barbastellus",43.8710152844,5.7411939152,2024-08-20,"inat"
